Full Name,Overall,Potential,Value(in Euro),Age
Pedro Miguel Lopes Pereira,74,80,6000000,24
Christian Bernardi,74,74,3300000,32
Marshall Munetsi,74,79,5500000,26
Gonzalo Villar del Fraile,74,80,6500000,24
Isaac Success,74,77,5500000,26
Diego Lainez,74,83,9500000,22
Oussama Tannane,74,74,4200000,28
Mahdi Camara,74,78,5500000,24
Bamba Dieng,74,80,7000000,21
Jacob Rinne,74,76,3500000,29
Enrique Barja Afonso,74,77,5500000,25
Iván Piris,74,74,2200000,33
Cameron Carter-Vickers,74,83,8500000,24
Tomasz Kędziora,74,74,3800000,28
Giangiacomo Magnani,74,78,5000000,26
Mauro Pierre Cildinho Conradi,74,74,4200000,26
Lucas Lima Linhares,74,77,5500000,25
Marcelo Saracchi,74,79,6000000,24
Jack Stephens,74,74,3600000,28
Alan Soñora,74,80,6500000,23
Rémy Cabella,74,74,3300000,32
Danny da Costa,74,74,3800000,28
Lorenzo Reyes,74,74,3000000,31
Wesley Moraes Ferreira da Silva,74,78,6000000,25
Darko Brašanac,74,74,4000000,30
Alexis Claude-Maurice,74,77,5500000,24
Raoul Bellanova,74,82,9000000,22
Andreaw Gravillon,74,78,5500000,24
Anthony Elanga,74,85,9500000,20
Arnaud Souquet,74,74,3600000,30
Jonathan Osorio,74,74,4000000,30
Umut Bozok,74,77,5500000,25
Silvan Hefti,74,79,6000000,24
Joaquín Fernández Moreno,74,79,5500000,26
Sebastian Szymański,74,83,9500000,23
Max Aarons,74,79,6000000,22
Dániel Gazdag,74,77,5500000,26
Mariano Díaz Mejía,74,74,4300000,28
Alexander Hack,74,75,4000000,28
Serdar Aziz,74,74,2900000,31
David Zima,74,81,8000000,21
Reggie Cannon,74,80,6000000,24
Halil Akbunar,74,74,4200000,28
Nemanja Radonjić,74,75,5000000,26
Lassina Traoré,74,84,9500000,21
Borja García Freire,74,74,3500000,31
André Filipe Brás André,74,74,3300000,32
Kenny Tete,74,76,4800000,26
Manuel Gulde,74,74,2900000,31
Lucas Pratto,74,74,2100000,34
Gastón Giménez,74,74,3500000,30
Luciano Vietto,74,74,4200000,28
Enzo Roco,74,74,3500000,29
Dimitry Bertaud,74,79,5000000,24
Jonjoe Kenny,74,75,4600000,25
Gerrit Holtmann,74,74,4500000,27
Chris Führich,74,78,6000000,24
Dimitrios Siovas,74,74,2000000,33
Antonio Mirante,74,74,475000,38
Nicholas Williams Arthuer,74,86,10000000,19
Falaye Sacko,74,75,4400000,27
Mikel Vesga Arruti,74,74,4099999,29
José Devecchi,74,77,4200000,26
Dani de Wit,74,77,6000000,24
Daniel Cárdenas Líndez,74,79,4900000,25
José Henrique da Silva Dourado,74,74,3400000,32
Stefan Schwab,74,74,3500000,31
Haris Belkebla,74,75,4099999,28
Ozan Tufan,74,75,4800000,27
Ben Johnson,74,82,9000000,22
Gonzalo Melero Manzanares,74,74,4200000,28
Ezgjan Alioski,74,74,3600000,30
Khaled Narey,74,74,4500000,27
Lino Francisco Essier Simão,74,74,3500000,30
Rob Dickie,74,77,4900000,26
Gérson Adriano Damesio Figueiras,74,74,3500000,30
Rodrigo Battaglia,74,74,4000000,30
Tiago Manuel Dias Correia,74,74,3500000,31
Florian Niederlechner,74,74,3600000,31
Mateusz Klich,74,74,3300000,32
Jaume Doménech Sánchez,74,74,2200000,31
Aitor Ruibal García,74,75,5000000,26
Nampalys Mendy,74,74,3500000,30
Morgan Schneiderlin,74,74,2800000,32
Nikola Kalinić,74,74,2100000,34
Ibrahima Diallo,74,82,9000000,23
Lucas Hoyos,74,74,1400000,33
Pablo Piatti,74,74,2600000,33
Maxim Leitsch,74,79,6000000,24
Mathias Jensen,74,77,5500000,26
Ibrahim Traoré,74,74,2100000,33
Christian Kouamé,74,79,6500000,24
Colin Dagba,74,77,5500000,23
Jakub Brabec,74,74,0,29
Kevin Dawson,74,74,2800000,30
Timothy Weah,74,81,8500000,22
Bruno Zuculini,74,74,3600000,29
Nico Schulz,74,74,3700000,29
Marco van Ginkel,74,74,4099999,29
Lukas Kübler,74,74,3700000,29
Ivo Grbić,74,78,4500000,26
Enzo Díaz,74,77,5000000,26
Eltildo Lucas Correia Pitta,74,74,3500000,30
Carlos Fernández Luna,74,76,5500000,26
Kevin-Prince Boateng,74,74,1700000,35
Otávio Alberto Cairinho Monteiro,74,74,3500000,30
Jaïro Riedewald,74,75,4500000,25
Moisés Lima Magalhães,74,74,1400000,34
Paulo Victor Mileo Vidotti,74,74,475000,35
Caio Rodrigo Nunes Anjos,74,74,4400000,22
Alexis Castro,74,74,4500000,27
Brice Samba,74,77,3900000,28
Armando Izzo,74,74,3500000,30
Robson Tony Denho Serra,74,74,3500000,30
Yoel Rodríguez Oterino,74,74,1400000,33
Mihailo Ristić,74,77,5000000,26
Themba Zwane,74,74,3300000,32
Karim Onisiwo,74,74,4099999,30
Karol Linetty,74,75,4800000,27
Sergio Barreto,74,79,6000000,23
Oswaldo Germano Cuba Correia,74,74,4200000,26
Danilho Doekhi,74,80,6000000,24
Guido Herrera,74,75,3200000,30
Phillipp Mwene,74,74,3800000,28
Leonardo Gil,74,74,3500000,31
Todd Cantwell,74,77,6000000,24
Haris Hajradinović,74,74,4200000,28
Nicholas Júlio Aldair Leal,74,74,4099999,30
Makoto Hasebe,74,74,750000,38
Imrân Louza,74,79,6500000,23
Bruno Miguel Semedo Varela,74,76,3900000,27
Sean Longstaff,74,80,6500000,24
Cristian Pellerano,74,74,0,40
Allan McGregor,74,74,475000,40
Anthony Moris,74,74,2100000,32
Óscar Valentín Martín Luengo,74,75,4300000,27
Ryota Morioka,74,74,3500000,31
Víctor Chust García,74,83,9000000,22
Douglas Arthur Carvalheira Peixoto,74,74,1500000,34
Iñigo Ruiz de Galarreta,74,74,3700000,28
Wayne Hennessey,74,74,475000,35
Tomás Pochettino,74,74,4600000,26
Maarten Stekelenburg,74,74,475000,39
Erick Ronaldo Gameira Carvalho,74,74,4099999,30
Pedro Bigas Rigo,74,74,2900000,31
Amadou Diawara,74,77,5000000,24
Jason Berthomier,74,74,3300000,32
Aitor Cantalapiedra,74,75,5000000,26
Jerdy Schouten,74,77,5000000,25
Stefan Ristovski,74,74,3600000,30
Björn Engels,74,76,4500000,27
Jeong Ho Hong,74,74,2700000,32
Stefan Mitrović,74,74,2700000,32
Ilie Sánchez Farres,74,74,3000000,31
Armand Laurienté,74,79,6500000,23
Juan Ramírez,74,74,4099999,29
Mama Samba Baldé,74,75,5000000,26
John Egan,74,74,3500000,29
Federico Fazio,74,74,1100000,35
Joaquín Navarro Jiménez,74,74,2900000,32
Jordan Larsson,74,79,6500000,25
Gonçalo Mendes Paciência,74,74,4600000,27
Ermin Bičakčić,74,74,2700000,32
Sandro Ramírez Castillo,74,75,5000000,26
Eric Curbelo de la Fe,74,75,4000000,28
Danilo Manuel Aldair Rochela,74,74,4099999,30
Adam Masina,74,74,3800000,28
Paulo Gazzaniga,74,74,2800000,30
Benjamin Chris Meseira Zonta,74,74,4200000,26
Felipe Rodrigues da Silva,74,84,9000000,21
Miguel Crespo da Silva,74,77,5500000,25
Sergi Enrich Ametller,74,74,3400000,32
Morten Thorsby,74,76,5000000,26
Richard Ortiz,74,74,2800000,32
Allan Norberto Bardini Paneira,74,74,4099999,30
Brenden Aaronson,74,81,8500000,21
André Filipe Luz Horta,74,79,6000000,25
Salomón Rondón,74,74,3400000,32
Sokratis Dioudis,74,75,3200000,29
Kelvin Amian,74,78,5500000,24
Yony González,74,74,4600000,27
Alexander Ring,74,74,3000000,31
Ricardo Rodríguez,74,74,3500000,29
Maurício Wilson Borghes Caeiro,74,74,3600000,30
Papakouli Diop,74,74,825000,36
Chris Richards,74,82,9000000,22
Jacob Rasmussen,74,78,5500000,25
Lukáš Hejda,74,74,2700000,32
Ashley Young,74,74,1400000,36
Estevão Danilo Baldeiro Lopes,74,74,4000000,26
Damien Da Silva,74,74,1400000,34
Kaoru Mitoma,74,77,5500000,25
Sergiy Kryvtsov,74,74,2900000,31
Jadson Silva de Morais,74,74,3500000,30
Sebastián Viera,74,74,475000,39
Toni Šunjić,74,74,2000000,33
Andrés Felipe Roa,74,74,4099999,29
Joris Chotard,74,82,8500000,20
Edvaldo Flávio Rebelo de Freit,74,74,3500000,30
Emanuel Mammana,74,75,4400000,26
Cican Stanković,74,74,2900000,29
Shane Duffy,74,74,3500000,30
Brian Ocampo,74,83,9500000,23
Lautaro Acosta,74,74,2000000,34
Andreas Ulmer,74,74,925000,36
David von Ballmoos,74,76,3900000,27
Jean-Charles Castelletto,74,75,4200000,27
Kanya Fujimoto,74,83,9500000,23
Álvaro Medrán Just,74,74,4200000,28
Martín Cauteruccio,74,74,1800000,35
Enzo Copetti,74,76,5500000,26
Azor Matusiwa,74,78,5500000,24
Carlos Zambrano,74,74,2700000,32
Dave Bulthuis,74,74,2700000,32
Mërgim Vojvoda,74,74,4099999,27
Jonathan Schmid,74,74,3300000,32
José Carlos Lazo Romero,74,75,5000000,26
Manuel García Sánchez,74,74,1300000,36
Destiny Udogie,74,82,8500000,19
Lasse Schøne,74,74,1300000,36
Cláudio Pires de Morais Ramos,74,75,3200000,30
Filip Ugrinic,74,82,9500000,23
Efecan Karaca,74,74,3300000,32
Walace Souza Silva,74,76,4600000,27
Ryan Christie,74,74,4500000,27
Angel Gomes,74,82,9500000,21
Jens Petter Hauge,74,79,6500000,22
Andrés Eduardo Fernández Moreno,74,74,475000,35
Juan Cazares,74,74,4099999,30
Jens Jønsson,74,74,3600000,29
Craig Gordon,74,74,475000,39
Anders Dreyer,74,80,6500000,24
Ionuț Andrei Radu,74,77,4300000,25
Takefusa Kubo,74,84,9500000,21
Jens Toornstra,74,74,2600000,33
Guilherme Haubert Sityá,74,74,2900000,32
Pierrick Capelle,74,74,1700000,35
Christian Kabasele,74,74,2900000,31
Derlis González,74,74,4300000,28
Jorge Djaniny Tavares Semedo,74,74,3600000,31
Rafael Czichos,74,74,2700000,32
Joakim Nilsson,74,74,0,28
Éderson José dos Santos,74,80,6500000,22
Jay Rodriguez,74,74,3400000,32
Nuno Albertino Varela Tavares,74,81,8000000,22
Aníbal Moreno,74,82,9000000,23
Salvador Sánchez Ponce,74,74,3500000,31
Javier Manquillo Gaitán,74,74,3800000,28
Marco Friedl,74,78,5500000,24
Borja Mayoral Moya,74,79,6500000,25
Martín Merquelanz,74,74,4500000,27
Jonathan Silva,74,74,3800000,28
Marcus Holmgren Pedersen,74,82,9000000,22
Joel Ward,74,74,2900000,32
Serdar Dursun,74,74,4099999,30
Matheus Henrique de Souza,74,78,6000000,24
Leon Balogun,74,74,1400000,34
Gabriel Gudmundsson,74,82,9000000,23
Murilo Kaíque Sanches Cardoso,74,74,2000000,34
Gonzalo Piovi,74,74,4099999,27
Christopher Lenz,74,74,4099999,27
Hélder Wander Sousa Azevedo Costa,74,74,4200000,28
Armando Obispo,74,80,6000000,23
Patrick Berg,74,78,6000000,24
Abdülkerim Bardakcı,74,75,4200000,27
Tim Leibold,74,74,3800000,28
Vinicius de Souza Costa,74,82,9000000,23
Paul Jaeckel,74,79,6000000,23
Kevin Mac Allister,74,77,5000000,24
Philipp Hofmann,74,74,4200000,29
Karol Świderski,74,79,6500000,25
Marvin Plattenhardt,74,74,3600000,30
Jon Guridi Aldalur,74,75,4800000,27
Nikola Moro,74,81,8000000,24
Luca Kilian,74,80,6000000,22
Calvin Bassey,74,84,9000000,22
Nils Petersen,74,74,2700000,33
Nilson Leôncio Alfaro Soares,74,74,475000,38
Arijan Ademi,74,74,3500000,31
Bright Osayi-Samuel,74,79,6000000,24
Diego Valoyes,74,75,5000000,25
Juan Angulo,74,74,2200000,33
Ezequiel Ponce,74,79,6500000,25
Khama Billiat,74,74,3600000,31
Gian Marco Ferrari,74,74,3500000,30
Mostafa Mohamed,74,81,8500000,24
Youssef Maleh,74,80,6500000,23
Branco van den Boomen,74,75,4900000,26
Lewis Cook,74,78,6000000,25
Răzvan Marin,74,76,5000000,26
Lukáš Masopust,74,74,4099999,29
Elias Thiago Fontoira Marques,74,74,4099999,26
Kévin Malcuit,74,74,3600000,30
Luigi Sepe,74,74,2200000,31
Ryan Jack,74,74,4000000,30
Marin Pongračić,74,78,5500000,24
Emil Krafth,74,74,4099999,27
Amadou Onana,74,84,8500000,20
Samuele Ricci,74,85,8500000,20
Almamy Touré,74,76,4600000,26
Jordan Amavi,74,74,3800000,28
Nicolas Cozza,74,81,8000000,23
Jakub Jankto,74,75,5000000,26
Maxime Crépeau,74,77,3900000,28
Rani Khedira,74,75,4099999,28
Adam Maher,74,74,3700000,28
Nuno Miguel Valente Santos,74,81,8500000,23
Yan Brice Eteki,74,80,6000000,24
Mikael Uhre,74,75,4900000,27
Jan Kopic,74,74,3300000,32
Diego Hugo Ramos Calado,74,74,4099999,30
Anaitz Arbilla Zabala,74,74,1100000,35
Tokmac Chol Nguen,74,74,4200000,28
Matija Nastasić,74,74,3500000,29
Freddie Woodman,74,79,4900000,25
Milan Havel,74,74,4099999,27
Leonel Vangioni,74,74,1300000,35
Axel Tuanzebe,74,78,5500000,24
Petar Musa,74,81,8500000,24
Alejandro Centelles Plaza,74,81,8000000,22
Oumar Solet,74,83,9000000,22
Maximilian Mittelstädt,74,77,5000000,25
Joe Worrall,74,80,6000000,25
Santiago Ascacíbar,74,78,5500000,25
Bart Ramselaar,74,75,5000000,26
Sung Yueng Ki,74,74,2100000,33
Genki Haraguchi,74,74,3500000,31
Patrik Hrošovský,74,74,4000000,30
Milot Rashica,74,75,5000000,26
Elye Wahi,74,84,9000000,19
Japhet Tanganga,74,82,9000000,23
Massimo Coda,74,74,2700000,33
Faïz Selemani,74,74,4200000,28
Vinicius Lúcio Cardenha Caeiro,74,74,3600000,30
Francisco Reis Ferreira,74,78,5500000,25
Enzo Wellington Marteiro Santoso,74,74,2800000,30
Christian Benteke,74,74,3600000,31
Ivan Radovanović,73,73,1500000,33
Nicolai Vallys,73,74,3600000,25
Thomas Delaine,73,73,2600000,30
Jubal Rocha Mendes Júnior,73,74,2900000,28
Henrique Silva Milagres,73,73,2800000,28
Jonathan Rodríguez Menéndez,73,73,2900000,30
Illia Zabarnyi,73,83,6000000,19
Luca Garritano,73,73,3100000,28
Manuel Vallejo Galván,73,78,4500000,25
Rominigue Kouamé,73,77,4200000,25
Renaud Ripart,73,73,3000000,29
Tobias Strobl,73,73,2000000,32
Rafael Delgado,73,73,2000000,32
Shkodran Mustafi,73,73,2500000,30
Sergio Peña,73,76,4000000,26
Georgios Giakoumakis,73,74,3600000,27
Andreas Weimann,73,73,3000000,30
Darren Randolph,73,73,350000,35
Sean Davis,73,73,2600000,29
Jorge Broun,73,73,350000,36
Maxime Dupé,73,75,2500000,29
Steven Caulker,73,73,2500000,30
Cenk Tosun,73,73,2600000,31
Ramiz Zerrouki,73,78,4600000,24
Martín Cáceres,73,73,800000,35
Juan Cruz Komar,73,78,4000000,25
Arbër Zeneli,73,73,3200000,27
Serdar Gürler,73,73,2900000,30
Thomas Nicolas Silva Rangel,73,73,3000000,26
Nathan Walter Neves Bessa,73,73,3600000,22
Ridgeciano Haps,73,73,2700000,29
Jefferson Savarino,73,76,4000000,25
Lassana Coulibaly,73,76,3600000,26
Liel Abada,73,81,6500000,20
Matthew Lowton,73,73,1600000,33
Joël Piroe,73,80,6000000,22
Raúl Loaiza,73,73,2700000,28
Jorge Cuenca Barreno,73,82,6500000,22
Chris Basham,73,73,1500000,33
Romain Hamouma,73,73,1300000,35
Cristiano Piccini,73,73,2700000,29
Steven Davis,73,73,950000,37
Dániel Sallói,73,74,3600000,25
Fábio Leandro Carvalho,73,86,7000000,19
Paddy McNair,73,76,3500000,27
Nicolás Figal,73,74,2900000,28
Julien Laporte,73,74,2900000,28
Mario González Gutiérrez,73,76,4000000,26
Youssouf M'Changama,73,73,2500000,31
Márcio Anderson Tramontino Sá,73,73,3000000,26
Didier Lamkel Zé,73,76,4099999,25
Brandon Williams,73,78,4400000,21
José Ignacio Martínez García,73,73,1600000,33
Ethan Ampadu,73,80,6000000,21
Luka Sučić,73,84,6500000,19
Nicolò Fagioli,73,85,7500000,21
Stéphane Bahoken,73,73,3000000,30
Robin Lod,73,73,3000000,29
Leonardo Luis Sandelas Junior,73,73,2500000,30
Oliver Abildgaard,73,76,3600000,26
Taras Kacharaba,73,73,2800000,27
Valerio Verre,73,73,3100000,28
Dennis Appiah,73,73,2600000,30
Mamadou Loum,73,78,4099999,25
Reiss Nelson,73,80,6000000,22
Claudio Bravo,73,77,3900000,25
Simone Romagnoli,73,73,2000000,32
Jeff Nazario Meire Costinho,73,73,2600000,30
David Costas Cordal,73,75,3200000,27
Paulo Victor da Silva,73,74,3200000,27
Miles Robinson,73,80,5500000,25
Leonardo Duarte da Silva,73,77,3800000,25
Rubén Castro Martín,73,73,0,41
Jack Hendry,73,76,3500000,27
Mert Hakan Yandaş,73,73,3200000,27
Antonio José Raíllo Arenas,73,73,2500000,30
Min Kyu Joo,73,73,2500000,32
Jan Thielmann,73,82,6500000,20
Ondrej Duda,73,74,3500000,27
Hernani Azevedo Júnior,73,73,3000000,28
Armel Bella Kotchap,73,83,6000000,20
Andrea Barberis,73,74,2900000,28
Yanick Brecher,73,75,2500000,29
Ismaël Traoré,73,73,800000,35
Joaquín Larrivey,73,73,1000000,37
Jonathan Menéndez,73,73,3100000,28
Jhon Lucumí,73,81,6500000,24
Juan Soriano Oropesa,73,79,3900000,24
Stijn Spierings,73,76,3600000,26
Ramiro Carrera,73,73,3000000,28
Lukas Görtler,73,73,3000000,28
Leonardo Cesar Jardim,73,77,3200000,27
Juan Carlos Pérez López,73,73,2100000,32
Ron-Robert Zieler,73,73,1000000,33
Kevin Velasco,73,76,4000000,25
Mostafa Fathi,73,73,3100000,28
Giorgi Kvilitaia,73,73,3100000,28
Nuno Caio Lisareda Abravanel,73,73,3600000,22
Simon Zoller,73,73,2600000,31
Miguel Ángel Torrén,73,73,1500000,33
Rodrigo Rey,73,73,1600000,31
Nathaniel Phillips,73,76,3600000,25
Jean-Victor Makengo,73,79,4800000,24
Pantelis Hatzidiakos,73,75,3400000,25
Tom Cleverley,73,73,2400000,32
Pedro De la Vega,73,83,7000000,21
Matías de los Santos,73,74,2800000,29
Matt Ritchie,73,73,2400000,32
Luis David Couprins Acuna,73,73,3200000,22
Douglas Augusto Soares Gomes,73,76,4000000,25
Aiham Ousou,73,78,4200000,22
Kevin Bonifazi,73,75,3300000,26
Enrique Gallego Puigsech,73,73,1300000,35
Cristian Tarragona,73,73,2600000,31
Ben Davies,73,76,3500000,26
Kamil Grabara,73,79,3900000,23
Frederico Peter Cabral Bardini,73,73,2000000,30
Oliver Norwood,73,73,2100000,31
Cédric Hountondji,73,74,2900000,28
Dago Filipe Esteiro Cortejo,73,73,3400000,26
Davit Khocholava,73,74,2800000,29
Jamie Leweling,73,82,7000000,21
Bart Schenkeveld,73,73,2500000,30
Jonatan Gómez,73,73,2400000,32
Tanguy Nianzou,73,85,7000000,20
Kenneth Taylor,73,85,7500000,20
Jack Butland,73,73,2100000,29
Kristoffer Olsson,73,74,3500000,27
Júlio Carolino Tavares,73,73,1900000,33
Denys Boyko,73,73,525000,34
Niko Gießelmann,73,73,2600000,30
José Antonio Ferrández Pomares,73,73,2400000,32
Hyeon Woo Jo,73,73,2000000,30
Ayoub El Kaabi,73,73,3000000,29
Marcus Ingvartsen,73,74,3600000,26
Nicolás Domingo,73,73,600000,37
Ezequiel Piovi,73,73,2600000,29
Gary Medel,73,73,1000000,34
Aleix Vidal Parreu,73,73,2100000,32
Fernando De Paul,73,73,1600000,31
M'Bala Nzola,73,76,4099999,25
Kang In Lee,73,81,7000000,21
Stoppila Sunzu,73,73,1500000,33
Christian Gytkjær,73,73,2500000,32
Srđan Babić,73,78,4000000,26
André Castro Pereira,73,73,1400000,34
Roberto Soldado Rillo,73,73,1000000,37
Jorge Pulido Mayoral,73,73,2100000,31
Erik Nascimento de Lima,73,73,3200000,27
Osvaldo Murilo Lodeiro Ferreira,73,73,3100000,22
Gautier Larsonneur,73,76,3100000,25
Luciano Aued,73,73,1200000,35
Emre Mor,73,76,4200000,24
Antonio Latorre Grueso,73,78,4300000,24
Nathaniel Chalobah,73,75,3300000,27
Jean-Kévin Duverne,73,77,4099999,24
Andrea Bertolacci,73,73,2500000,31
Iñigo Eguaras Álvarez,73,73,2500000,30
Francesco Bardi,73,73,2000000,30
Vincent Manceau,73,73,2000000,32
Yerson Candelo,73,73,2900000,30
Rodrigo Zalazar,73,80,6000000,22
Lewis O'Brien,73,80,6000000,23
Marco Mancosu,73,73,1900000,33
Felipe de Sousa Silva,73,73,3000000,29
Manuel Castro,73,74,3600000,26
Tobias Kempe,73,73,1900000,33
Leandro González Pirez,73,73,2500000,30
Ander Cantero Armendariz,73,76,3000000,27
Robert Glatzel,73,73,3100000,28
Javier Sánchez de Felipe,73,80,5500000,25
Tiago Rafael Maia Silva,73,73,3000000,29
Aaron Molinas,73,81,7000000,21
Marius Müller,73,75,2600000,28
Sergio Guardiola Navarro,73,73,2600000,31
Atakan Karazor,73,74,3200000,25
Vitorino Pacheco Antunes,73,73,925000,35
Matteo Cancellieri,73,86,7000000,19
Leandro Díaz,73,73,3000000,30
Chris Willock,73,78,4600000,24
John Fleck,73,73,2900000,30
Adam Ounas,73,76,4000000,25
Marlon Rodrigues Xavier,73,77,3900000,25
Denys Garmash,73,73,2400000,32
Sebastián Moyano,73,73,1600000,31
Junling Yan,73,73,1600000,31
Radim Řezník,73,73,1600000,33
Fabián Noguera,73,74,2800000,29
Alvin Severino Sousa Diniz,73,73,3300000,26
Lloyd Kelly,73,80,5500000,23
Carlos Augusto Zopolato Neves,73,80,6000000,23
Mauro Zárate,73,73,1300000,35
Ryan Thomas,73,73,0,27
Jorman Campuzano,73,75,3400000,26
Mark Travers,73,80,5000000,23
Saad Bguir,73,73,3100000,28
Denis Vavro,73,76,3500000,26
Fabrício Sandro Arnoia Sepa,73,73,2900000,30
Amir Hadžiahmetović,73,76,3600000,25
Stanislav Iljutcenko,73,73,2600000,31
Pablo Solari,73,84,7000000,21
Vágner Joshua Corraldo Santoso,73,73,3300000,22
Kristoffer Zachariassen,73,73,2700000,28
Reo Hatate,73,80,6000000,24
Mitchell Weiser,73,73,2800000,28
Edwin Cardona,73,73,3000000,29
Fabian Holland,73,73,2200000,31
Emmanuel Gyasi,73,73,3100000,28
Francesc Fàbregas i Soler,73,73,1200000,35
André Luís Gomes Simões,73,73,2000000,32
Carlos Clerc Martínez,73,73,2600000,30
Andrés Ibargüen,73,73,2900000,30
Filip Krovinović,73,74,3600000,26
Casper Højer,73,74,3200000,27
Jorge Renato Praceira Diniz,73,73,2500000,30
Damir Kreilach,73,73,1900000,33
Timothy Fosu-Mensah,73,79,4500000,24
Pedro Filipe Rodrigues,73,76,4000000,25
Lewis Travis,73,80,5500000,24
Alessandro Diamanti,73,73,1000000,39
Angelo Stiller,73,79,4500000,21
Franco Fragapane,73,73,3000000,29
Jon Gorenc Stanković,73,74,3200000,26
Marcos Antonio Silva Santos,73,81,7000000,22
Joshua Zirkzee,73,82,7000000,21
Junior Sambia,73,75,3500000,25
Bartosz Bereszyński,73,73,2700000,29
Ahmed Hassan,73,73,3000000,29
Munir Mohand Mohamedi,73,73,1000000,33
Jaime Seoane Valenciano,73,78,4400000,25
Stef Peeters,73,73,2900000,30
Daniel Bentley,73,75,2600000,28
Joe Bryan,73,73,2800000,28
Sven Michel,73,73,2600000,31
Birger Verstraete,73,74,2900000,28
Mahmut Tekdemir,73,73,1000000,34
Michel David Cruceiro Muscato,73,73,2500000,30
Phil Jones,73,73,2500000,30
Denys Popov,73,83,6500000,23
Simon Deli,73,73,2500000,30
Juan Cruz Álvaro Armada,73,73,2500000,29
José Artur de Lima Junior,73,75,3400000,26
Guto Ramón Costinho Ribeiro,73,73,1000000,34
Hörður Magnússon,73,74,2800000,29
Sven Kums,73,73,1400000,34
Manuel Agudo Durán,73,73,1200000,35
Facundo Torres,73,81,7000000,22
Gaëtan Charbonnier,73,73,1900000,33
Tomáš Čvančara,73,80,6000000,21
Facundo Garcés,73,79,4400000,22
Peter Pekarík,73,73,925000,35
Javier García,73,73,350000,35
Wesley Saïd,73,73,3300000,27
Nicolás Júlio Formido Paiva,73,73,3600000,22
Ferdi Kadioglu,73,80,6000000,22
Amaral Alves Marcos Vinicius,73,73,3100000,28
Joseph Okumu,73,78,4000000,25
Sergi Gómez Solà,73,73,2500000,30
Aleix García Serrano,73,77,4200000,25
Benjamin Verbič,73,73,3100000,28
Charalampos Lykogiannis,73,73,2800000,28
Mathias Autret,73,73,2500000,31
Younès Belhanda,73,73,2400000,32
Patrick Pentz,73,78,3600000,25
Adrián Marín Gómez,73,76,3700000,25
Lucas Menossi,73,73,3000000,29
Lucas Villalba,73,73,2800000,27
Luca Orellano,73,81,7000000,22
Selim Amallah,73,76,4000000,25
Matt Grimes,73,74,3600000,26
Valentin Eysseric,73,73,2900000,30
Gastón Gómez,73,76,3100000,26
Carl Starfelt,73,76,3500000,27
Vítor Manuel Carvalho Oliveira,73,84,7000000,22
Sebastian Polter,73,73,2600000,31
Braian Samudio,73,74,3600000,26
Yari Verschaeren,73,82,6500000,20
Jordan Torunarigha,73,78,4200000,24
Iñigo Córdoba Kerejeta,73,75,3800000,25
Karlan Grant,73,76,4200000,24
Juan Álvarez,73,73,3300000,26
Julio Alberto Barroso,73,73,550000,37
László Bénes,73,77,4300000,24
Vincent Janssen,73,73,3100000,28
Gaël Clichy,73,73,675000,36
Callum O'Hare,73,80,6000000,24
Ignatius Ganago,73,75,4000000,23
Pathé Ciss,73,73,2700000,28
Paolo Goltz,73,73,550000,37
Deniz Türüç,73,73,3000000,29
Samuel Portugal Lima,73,76,2800000,28
Hamza Choudhury,73,76,3800000,24
Francisco L. Lima Silva Machado,73,73,3300000,26
Fabián Orellana,73,73,1000000,36
Óscar Plano Pedreño,73,73,2500000,31
Rubén Sobrino Pozuelo,73,73,3000000,30
Salih Uçan,73,73,3000000,28
Adonis Frías,73,79,4400000,24
Hillal Soudani,73,73,1400000,34
Thomas Mangani,73,73,850000,35
Emiliano Insua,73,73,1500000,33
Thomas Kaminski,73,74,2300000,29
Sonny Kittel,73,73,3000000,29
Arnaud Nordin,73,78,4600000,24
Sondre Tronstad,73,74,3600000,26
Loïs Diony,73,73,3000000,29
Matteo Lovato,73,82,6500000,22
Loïc Badé,73,81,6500000,22
Manuel Morlanes Ariño,73,80,5500000,23
Danijel Aleksić,73,73,2500000,31
Wuilker Faríñez,73,78,3700000,24
Isaiah Jones,73,78,4300000,23
Yassine Benrahou,73,81,7000000,23
Matías Rojas,73,73,3300000,26
Aderllan de Jesus Santos,73,73,1500000,33
Lucas Eduardo dos Santos João,73,73,3100000,28
José Corpas Serna,73,73,2900000,30
Christian Burgess,73,73,2500000,30
Aster Vranckx,73,82,6500000,19
Deyovaisio Zeefuik,73,78,4300000,24
Lucas Höler,73,73,3300000,27
Ryan Yates,73,79,4400000,24
Pavao Pervan,73,73,525000,34
Daniel Heuer Fernandes,73,73,2100000,29
Rodrigo Echeverría,73,74,3100000,27
Manolis Siopis,73,73,2700000,28
Rabbi Matondo,73,82,7000000,21
Mattia Valoti,73,73,3000000,28
Tom Heaton,73,73,350000,36
Domagoj Bradarić,73,79,4600000,22
Juan Manuel García,73,73,3000000,29
Tobias Sippel,73,73,525000,34
David Pereira Da Costa,73,81,7000000,21
Vanja Milinković-Savić,73,77,3300000,25
Jeremy Toljan,73,73,2900000,27
Loïc Lapoussin,73,74,3600000,26
Ilan Kebbal,73,79,4800000,23
Etienne Green,73,81,6000000,21
Ali Gholizadeh,73,74,3600000,26
Andrés Andrade,73,73,1900000,33
Cristian Cásseres Jr,73,81,6500000,22
